user_id,event_time,event_type,product_id,session_id,platform,ingestion_timestamp
user_174,2024-02-09 14:19:59,add_to_cart,product_30,session_1778,tv,2025-06-11T22:11:00.146879
user_374,2024-01-15 03:20:21,page_view,,session_1158,web,2025-06-11T22:11:00.146879
user_44,2024-01-26 03:39:32,purchase,product_17,session_1523,android,2025-06-11T22:11:00.146879
user_237,2024-01-10 05:30:52,page_view,,session_870,tv,2025-06-11T22:11:00.146879
user_647,2024-02-27 22:12:25,page_view,,session_371,web,2025-06-11T22:11:00.146879
user_89,2024-01-12 03:36:36,"

login
",,session_1240,android,2025-06-11T22:11:00.146879
user_633,2024-01-09 06:11:41,"

login
",,session_150,android,2025-06-11T22:11:00.146879
user_490,2024-01-24 19:38:26,purchase,product_34,session_1065,web,2025-06-11T22:11:00.146879
user_81,2024-01-01 03:35:16,page_view,,session_689,web,2025-06-11T22:11:00.146879
user_452,2024-01-15 14:56:42,page_view,,session_1869,web,2025-06-11T22:11:00.146879
user_932,2024-02-04 18:43:15,purchase,product_32,session_1556,android,2025-06-11T22:11:00.146879
user_970,2024-01-07 05:53:23,add_to_cart,product_8,session_1328,tv,2025-06-11T22:11:00.146879
user_589,2024-01-14 02:12:46,page_view,,session_1787,tv,2025-06-11T22:11:00.146879
user_367,2024-01-13 03:15:49,add_to_cart,product_9,session_1188,ios,2025-06-11T22:11:00.146879
user_835,2024-01-30 16:51:20,page_view,,session_845,ios,2025-06-11T22:11:00.146879
user_993,2024-01-07 07:45:11,"

login
",,session_1693,android,2025-06-11T22:11:00.146879
user_552,2024-01-26 08:38:06,page_view,,session_237,web,2025-06-11T22:11:00.146879
user_199,2024-02-21 11:36:59,purchase,product_29,session_347,ios,2025-06-11T22:11:00.146879
user_839,2024-02-09 18:53:15,page_view,,session_281,web,2025-06-11T22:11:00.146879
user_553,2024-01-18 13:26:29,add_to_cart,product_43,session_371,tv,2025-06-11T22:11:00.146879
user_578,2024-02-27 22:45:51,add_to_cart,product_31,session_1549,tv,2025-06-11T22:11:00.146879
user_263,2024-01-27 03:15:52,page_view,,session_1664,tv,2025-06-11T22:11:00.146879
user_258,2024-01-22 19:30:16,"

login
",,session_1113,android,2025-06-11T22:11:00.146879
user_491,2024-02-25 18:35:57,purchase,product_41,session_568,web,2025-06-11T22:11:00.146879
user_559,2024-01-11 06:15:00,"

login
",,session_102,web,2025-06-11T22:11:00.146879
user_922,2024-02-27 03:33:46,purchase,product_30,session_1865,ios,2025-06-11T22:11:00.146879
user_708,2024-01-21 01:00:17,add_to_cart,product_8,session_692,ios,2025-06-11T22:11:00.146879
user_831,2024-01-24 05:37:25,"

login
",,session_1474,tv,2025-06-11T22:11:00.146879
user_780,2024-01-15 14:22:30,page_view,,session_1638,ios,2025-06-11T22:11:00.146879
user_417,2024-02-16 04:53:33,page_view,,session_426,tv,2025-06-11T22:11:00.146879
user_73,2024-02-13 18:52:35,page_view,,session_831,ios,2025-06-11T22:11:00.146879
user_522,2024-02-17 13:22:08,page_view,,session_1613,web,2025-06-11T22:11:00.146879
user_482,2024-02-28 11:36:52,page_view,,session_1697,tv,2025-06-11T22:11:00.146879
user_669,2024-02-25 12:17:22,page_view,,session_1287,tv,2025-06-11T22:11:00.146879
user_822,2024-02-07 10:41:09,purchase,product_46,session_597,tv,2025-06-11T22:11:00.146879
user_667,2024-02-23 02:41:03,page_view,,session_1892,ios,2025-06-11T22:11:00.146879
user_639,2024-02-06 07:04:18,page_view,,session_1598,ios,2025-06-11T22:11:00.146879
user_665,2024-01-20 11:07:59,add_to_cart,product_38,session_461,web,2025-06-11T22:11:00.146879
user_604,2024-02-09 14:51:30,page_view,,session_33,ios,2025-06-11T22:11:00.146879
user_377,2024-02-13 14:41:12,purchase,product_45,session_1125,tv,2025-06-11T22:11:00.146879
user_330,2024-01-09 01:53:07,page_view,,session_985,tv,2025-06-11T22:11:00.146879
user_28,2024-01-20 15:46:30,"

login
",,session_268,ios,2025-06-11T22:11:00.146879
user_94,2024-01-06 10:38:02,purchase,product_39,session_1215,web,2025-06-11T22:11:00.146879
user_754,2024-02-17 16:59:51,page_view,,session_416,android,2025-06-11T22:11:00.146879
user_874,2024-01-09 17:17:23,page_view,,session_1905,tv,2025-06-11T22:11:00.146879
user_343,2024-02-28 06:39:05,purchase,product_12,session_1179,android,2025-06-11T22:11:00.146879
user_579,2024-02-29 04:55:56,purchase,product_32,session_361,web,2025-06-11T22:11:00.146879
user_771,2024-01-06 22:01:13,purchase,product_41,session_541,web,2025-06-11T22:11:00.146879
user_633,2024-01-22 11:22:56,purchase,product_4,session_464,ios,2025-06-11T22:11:00.146879
user_131,2024-02-24 20:37:54,page_view,,session_53,web,2025-06-11T22:11:00.146879
user_801,2024-01-15 08:15:16,page_view,,session_56,ios,2025-06-11T22:11:00.146879
user_571,2024-02-07 18:15:54,page_view,,session_1975,android,2025-06-11T22:11:00.146879
user_934,2024-02-11 15:57:01,purchase,product_10,session_1066,web,2025-06-11T22:11:00.146879
user_593,2024-02-24 13:18:58,purchase,product_27,session_710,android,2025-06-11T22:11:00.146879
user_801,2024-02-24 22:55:37,page_view,,session_1470,android,2025-06-11T22:11:00.146879
user_635,2024-01-06 23:14:35,page_view,,session_1490,web,2025-06-11T22:11:00.146879
user_894,2024-01-23 20:20:29,page_view,,session_1804,web,2025-06-11T22:11:00.146879
user_1000,2024-02-01 13:47:55,page_view,,session_358,android,2025-06-11T22:11:00.146879
user_607,2024-02-27 16:22:22,purchase,product_6,session_643,web,2025-06-11T22:11:00.146879
user_836,2024-01-10 14:03:27,purchase,product_18,session_773,ios,2025-06-11T22:11:00.146879
user_95,2024-02-15 00:45:23,purchase,product_35,session_1565,ios,2025-06-11T22:11:00.146879
user_896,2024-02-22 13:51:45,add_to_cart,product_14,session_930,web,2025-06-11T22:11:00.146879
user_503,2024-02-09 02:46:20,page_view,,session_1366,ios,2025-06-11T22:11:00.146879
user_586,2024-02-23 05:03:30,purchase,product_15,session_1739,ios,2025-06-11T22:11:00.146879
user_506,2024-02-20 21:17:14,purchase,product_31,session_225,android,2025-06-11T22:11:00.146879
user_84,2024-02-02 03:14:14,add_to_cart,product_31,session_486,web,2025-06-11T22:11:00.146879
user_493,2024-02-10 10:57:51,purchase,product_7,session_1831,android,2025-06-11T22:11:00.146879
user_47,2024-02-11 04:49:22,add_to_cart,product_3,session_220,android,2025-06-11T22:11:00.146879
user_388,2024-01-17 22:44:47,add_to_cart,product_16,session_870,ios,2025-06-11T22:11:00.146879
user_694,2024-02-01 14:17:11,add_to_cart,product_46,session_53,tv,2025-06-11T22:11:00.146879
user_595,2024-01-01 17:16:58,page_view,,session_1130,tv,2025-06-11T22:11:00.146879
user_692,2024-02-19 10:18:03,page_view,,session_422,android,2025-06-11T22:11:00.146879
user_385,2024-01-06 14:39:30,page_view,,session_950,android,2025-06-11T22:11:00.146879
user_447,2024-02-23 13:00:29,purchase,product_32,session_1239,ios,2025-06-11T22:11:00.146879
user_204,2024-01-09 06:05:11,page_view,,session_648,tv,2025-06-11T22:11:00.146879
user_149,2024-02-04 12:50:58,add_to_cart,product_16,session_1607,android,2025-06-11T22:11:00.146879
user_277,2024-01-13 21:53:34,"

login
",,session_1311,web,2025-06-11T22:11:00.146879
user_492,2024-02-05 18:14:37,page_view,,session_1841,tv,2025-06-11T22:11:00.146879
user_511,2024-01-07 23:29:57,add_to_cart,product_46,session_1833,android,2025-06-11T22:11:00.146879
user_814,2024-02-11 18:21:05,purchase,product_47,session_188,tv,2025-06-11T22:11:00.146879
user_398,2024-02-06 13:44:13,page_view,,session_985,web,2025-06-11T22:11:00.146879
user_176,2024-02-23 19:51:39,page_view,,session_1576,ios,2025-06-11T22:11:00.146879
user_542,2024-02-10 20:01:05,page_view,,session_1431,web,2025-06-11T22:11:00.146879
user_330,2024-01-30 06:33:15,page_view,,session_1289,tv,2025-06-11T22:11:00.146879
user_413,2024-02-13 20:29:21,"

login
",,session_1265,tv,2025-06-11T22:11:00.146879
user_469,2024-02-16 06:55:47,purchase,product_46,session_1094,ios,2025-06-11T22:11:00.146879
user_555,2024-01-06 11:16:38,purchase,product_25,session_446,tv,2025-06-11T22:11:00.146879
user_679,2024-01-30 14:44:37,purchase,product_42,session_548,web,2025-06-11T22:11:00.146879
user_322,2024-01-17 14:56:50,purchase,product_13,session_1849,web,2025-06-11T22:11:00.146879
user_317,2024-02-10 06:54:01,page_view,,session_180,web,2025-06-11T22:11:00.146879
user_401,2024-02-08 09:00:03,purchase,product_30,session_890,tv,2025-06-11T22:11:00.146879
user_210,2024-01-12 16:39:33,add_to_cart,product_32,session_972,web,2025-06-11T22:11:00.146879
user_814,2024-01-01 07:25:21,purchase,product_19,session_1303,ios,2025-06-11T22:11:00.146879
user_680,2024-01-01 20:25:58,purchase,product_9,session_756,web,2025-06-11T22:11:00.146879
user_649,2024-02-02 17:45:23,page_view,,session_1693,ios,2025-06-11T22:11:00.146879
user_849,2024-02-21 00:34:50,page_view,,session_211,android,2025-06-11T22:11:00.146879
user_237,2024-02-09 15:44:44,page_view,,session_511,tv,2025-06-11T22:11:00.146879
user_442,2024-01-27 14:03:38,add_to_cart,product_45,session_889,android,2025-06-11T22:11:00.146879
user_96,2024-02-22 16:32:04,purchase,product_37,session_234,tv,2025-06-11T22:11:00.146879
user_238,2024-02-07 16:51:53,purchase,product_42,session_315,web,2025-06-11T22:11:00.146879
user_153,2024-02-05 16:25:45,page_view,,session_94,android,2025-06-11T22:11:00.146879
user_299,2024-01-25 13:42:12,add_to_cart,product_31,session_916,web,2025-06-11T22:11:00.146879
user_63,2024-01-24 19:22:18,add_to_cart,product_36,session_70,web,2025-06-11T22:11:00.146879
user_687,2024-02-09 14:49:02,page_view,,session_1215,android,2025-06-11T22:11:00.146879
user_81,2024-02-09 22:58:53,page_view,,session_1067,ios,2025-06-11T22:11:00.146879
user_225,2024-02-03 15:40:36,page_view,,session_160,android,2025-06-11T22:11:00.146879
user_19,2024-02-05 22:14:04,"

login
",,session_520,ios,2025-06-11T22:11:00.146879
user_108,2024-02-13 17:43:00,page_view,,session_1224,tv,2025-06-11T22:11:00.146879
user_253,2024-02-28 04:44:48,add_to_cart,product_36,session_1986,ios,2025-06-11T22:11:00.146879
user_66,2024-02-12 23:36:32,purchase,product_36,session_1149,ios,2025-06-11T22:11:00.146879
user_420,2024-01-25 03:19:37,page_view,,session_1059,tv,2025-06-11T22:11:00.146879
user_403,2024-01-04 10:30:06,"

login
",,session_842,android,2025-06-11T22:11:00.146879
user_161,2024-01-06 22:06:15,"

login
",,session_620,tv,2025-06-11T22:11:00.146879
user_349,2024-01-31 04:53:27,page_view,,session_627,ios,2025-06-11T22:11:00.146879
user_969,2024-02-06 17:08:29,add_to_cart,product_7,session_1942,web,2025-06-11T22:11:00.146879
user_407,2024-01-04 09:03:12,page_view,,session_517,tv,2025-06-11T22:11:00.146879
user_210,2024-02-29 08:48:09,page_view,,session_1636,android,2025-06-11T22:11:00.146879
user_754,2024-02-07 09:12:11,page_view,,session_666,ios,2025-06-11T22:11:00.146879
user_358,2024-01-08 11:05:15,purchase,product_31,session_1709,tv,2025-06-11T22:11:00.146879
user_975,2024-01-16 21:14:54,add_to_cart,product_12,session_1068,web,2025-06-11T22:11:00.146879
user_214,2024-02-18 04:47:19,page_view,,session_1467,tv,2025-06-11T22:11:00.146879
user_894,2024-01-21 22:26:04,page_view,,session_703,android,2025-06-11T22:11:00.146879
user_634,2024-02-02 14:41:58,"

login
",,session_1564,ios,2025-06-11T22:11:00.146879
user_517,2024-01-21 20:26:47,page_view,,session_771,web,2025-06-11T22:11:00.146879
user_376,2024-02-18 23:52:46,page_view,,session_321,android,2025-06-11T22:11:00.146879
user_82,2024-01-23 14:17:55,add_to_cart,product_34,session_1596,ios,2025-06-11T22:11:00.146879
user_266,2024-01-18 15:44:17,"

login
",,session_1765,tv,2025-06-11T22:11:00.146879
user_355,2024-02-03 18:47:25,page_view,,session_465,web,2025-06-11T22:11:00.146879
user_898,2024-02-05 18:34:40,purchase,product_48,session_333,android,2025-06-11T22:11:00.146879
user_919,2024-01-06 05:23:44,purchase,product_37,session_1267,android,2025-06-11T22:11:00.146879
user_294,2024-02-18 10:08:32,page_view,,session_1746,web,2025-06-11T22:11:00.146879
user_558,2024-01-01 14:26:48,purchase,product_16,session_472,web,2025-06-11T22:11:00.146879
user_84,2024-02-05 01:45:08,page_view,,session_1419,web,2025-06-11T22:11:00.146879
user_209,2024-02-01 05:24:44,purchase,product_23,session_1595,tv,2025-06-11T22:11:00.146879
user_27,2024-01-05 16:45:11,purchase,product_32,session_926,tv,2025-06-11T22:11:00.146879
user_464,2024-03-01 00:57:10,add_to_cart,product_4,session_1112,android,2025-06-11T22:11:00.146879
user_854,2024-02-13 10:11:24,page_view,,session_201,android,2025-06-11T22:11:00.146879
user_94,2024-01-29 06:26:35,purchase,product_23,session_1261,tv,2025-06-11T22:11:00.146879
user_965,2024-01-22 05:04:00,page_view,,session_1368,ios,2025-06-11T22:11:00.146879
user_59,2024-01-20 07:20:01,page_view,,session_1612,android,2025-06-11T22:11:00.146879
user_688,2024-02-24 18:20:21,page_view,,session_174,tv,2025-06-11T22:11:00.146879
user_229,2024-01-13 20:23:55,add_to_cart,product_12,session_1686,web,2025-06-11T22:11:00.146879
user_443,2024-02-02 19:30:25,purchase,product_44,session_774,android,2025-06-11T22:11:00.146879
user_770,2024-02-27 02:51:56,page_view,,session_1104,tv,2025-06-11T22:11:00.146879
user_326,2024-01-28 21:20:40,add_to_cart,product_11,session_1069,android,2025-06-11T22:11:00.146879
user_555,2024-01-06 05:42:42,page_view,,session_167,ios,2025-06-11T22:11:00.146879
user_370,2024-02-08 16:13:49,purchase,product_10,session_994,ios,2025-06-11T22:11:00.146879
user_441,2024-01-03 06:19:54,page_view,,session_57,web,2025-06-11T22:11:00.146879
user_207,2024-02-11 12:15:19,purchase,product_25,session_204,ios,2025-06-11T22:11:00.146879
user_218,2024-02-08 12:31:42,page_view,,session_1973,android,2025-06-11T22:11:00.146879
user_230,2024-02-19 21:50:03,"

login
",,session_169,tv,2025-06-11T22:11:00.146879
user_570,2024-02-28 15:00:03,page_view,,session_1438,tv,2025-06-11T22:11:00.146879
user_740,2024-01-07 01:02:30,page_view,,session_409,ios,2025-06-11T22:11:00.146879
user_293,2024-03-01 07:18:09,page_view,,session_1552,tv,2025-06-11T22:11:00.146879
user_668,2024-02-13 16:49:36,"

login
",,session_513,ios,2025-06-11T22:11:00.146879
user_316,2024-01-28 10:05:43,purchase,product_38,session_464,web,2025-06-11T22:11:00.146879
user_152,2024-01-07 10:20:23,page_view,,session_919,web,2025-06-11T22:11:00.146879
user_484,2024-01-15 20:22:23,purchase,product_2,session_1824,android,2025-06-11T22:11:00.146879
user_419,2024-02-04 16:11:16,purchase,product_23,session_1780,ios,2025-06-11T22:11:00.146879
user_568,2024-01-27 01:45:24,add_to_cart,product_32,session_1241,android,2025-06-11T22:11:00.146879
user_55,2024-01-26 13:10:08,add_to_cart,product_50,session_39,android,2025-06-11T22:11:00.146879
user_238,2024-02-11 04:19:58,page_view,,session_11,android,2025-06-11T22:11:00.146879
user_965,2024-01-15 20:14:52,page_view,,session_1450,tv,2025-06-11T22:11:00.146879
user_766,2024-01-27 17:03:20,purchase,product_2,session_1765,android,2025-06-11T22:11:00.146879
user_360,2024-01-09 12:19:04,"

login
",,session_1676,web,2025-06-11T22:11:00.146879
user_374,2024-01-14 18:52:11,purchase,product_6,session_1492,android,2025-06-11T22:11:00.146879
user_627,2024-02-29 08:32:38,page_view,,session_466,tv,2025-06-11T22:11:00.146879
user_919,2024-02-11 14:26:09,page_view,,session_210,android,2025-06-11T22:11:00.146879
user_33,2024-01-15 18:33:21,purchase,product_46,session_371,ios,2025-06-11T22:11:00.146879
user_982,2024-01-09 23:38:46,purchase,product_8,session_1818,web,2025-06-11T22:11:00.146879
user_764,2024-01-12 06:57:37,purchase,product_25,session_1655,tv,2025-06-11T22:11:00.146879
user_210,2024-02-28 02:21:18,purchase,product_21,session_406,android,2025-06-11T22:11:00.146879
user_896,2024-02-07 13:43:35,purchase,product_22,session_976,web,2025-06-11T22:11:00.146879
user_311,2024-01-12 23:13:03,page_view,,session_372,tv,2025-06-11T22:11:00.146879
user_774,2024-02-13 10:58:28,page_view,,session_629,ios,2025-06-11T22:11:00.146879
user_13,2024-01-07 08:44:31,purchase,product_49,session_661,tv,2025-06-11T22:11:00.146879
user_439,2024-02-03 20:37:07,purchase,product_47,session_753,android,2025-06-11T22:11:00.146879
user_401,2024-01-25 08:54:48,page_view,,session_688,tv,2025-06-11T22:11:00.146879
user_922,2024-01-28 19:22:08,page_view,,session_982,ios,2025-06-11T22:11:00.146879
user_39,2024-01-27 22:56:21,purchase,product_39,session_1994,tv,2025-06-11T22:11:00.146879
user_297,2024-01-06 12:29:24,page_view,,session_147,ios,2025-06-11T22:11:00.146879
user_962,2024-02-10 04:57:58,page_view,,session_1215,android,2025-06-11T22:11:00.146879
user_82,2024-02-20 22:21:27,add_to_cart,product_11,session_977,android,2025-06-11T22:11:00.146879
user_397,2024-02-09 08:25:49,purchase,product_44,session_1815,tv,2025-06-11T22:11:00.146879
user_852,2024-01-23 05:57:39,purchase,product_26,session_1822,web,2025-06-11T22:11:00.146879
user_620,2024-02-08 17:51:23,page_view,,session_256,tv,2025-06-11T22:11:00.146879
user_838,2024-02-27 08:55:39,purchase,product_24,session_448,android,2025-06-11T22:11:00.146879
user_455,2024-02-21 12:45:04,page_view,,session_1505,web,2025-06-11T22:11:00.146879
user_54,2024-01-30 10:21:34,page_view,,session_783,ios,2025-06-11T22:11:00.146879
user_918,2024-02-15 04:32:40,purchase,product_2,session_1428,tv,2025-06-11T22:11:00.146879
user_606,2024-02-28 08:02:49,purchase,product_41,session_112,android,2025-06-11T22:11:00.146879
user_355,2024-01-06 00:26:52,purchase,product_4,session_681,android,2025-06-11T22:11:00.146879
user_373,2024-02-14 11:23:38,purchase,product_4,session_1315,ios,2025-06-11T22:11:00.146879
user_973,2024-01-18 09:37:11,add_to_cart,product_19,session_600,tv,2025-06-11T22:11:00.146879
user_698,2024-02-01 08:18:24,page_view,,session_1187,tv,2025-06-11T22:11:00.146879
user_667,2024-03-01 00:03:05,page_view,,session_1584,tv,2025-06-11T22:11:00.146879
user_987,2024-02-06 09:48:05,page_view,,session_170,tv,2025-06-11T22:11:00.146879
user_828,2024-02-09 05:28:52,page_view,,session_1726,ios,2025-06-11T22:11:00.146879
user_493,2024-01-14 15:59:34,"

login
",,session_1952,android,2025-06-11T22:11:00.146879
user_772,2024-01-08 13:02:40,page_view,,session_1058,ios,2025-06-11T22:11:00.146879
user_381,2024-01-31 10:09:25,purchase,product_6,session_297,web,2025-06-11T22:11:00.146879
user_133,2024-02-13 19:40:13,purchase,product_22,session_204,tv,2025-06-11T22:11:00.146879
user_779,2024-02-06 16:12:04,purchase,product_41,session_821,android,2025-06-11T22:11:00.146879
user_530,2024-02-19 21:47:08,add_to_cart,product_6,session_1342,tv,2025-06-11T22:11:00.146879
user_255,2024-01-14 20:15:27,add_to_cart,product_20,session_1606,web,2025-06-11T22:11:00.146879
user_881,2024-01-06 17:02:59,add_to_cart,product_23,session_1133,android,2025-06-11T22:11:00.146879
user_428,2024-01-16 03:58:41,page_view,,session_1041,ios,2025-06-11T22:11:00.146879
user_388,2024-02-23 09:53:13,purchase,product_23,session_487,ios,2025-06-11T22:11:00.146879
user_170,2024-02-28 04:10:21,page_view,,session_1612,web,2025-06-11T22:11:00.146879
user_238,2024-02-21 13:52:09,page_view,,session_1455,tv,2025-06-11T22:11:00.146879
user_792,2024-01-11 07:24:31,purchase,product_37,session_558,android,2025-06-11T22:11:00.146879
user_482,2024-02-05 09:16:55,page_view,,session_1355,web,2025-06-11T22:11:00.146879
user_89,2024-01-16 00:18:35,"

login
",,session_1203,android,2025-06-11T22:11:00.146879
user_293,2024-01-15 10:36:01,"

login
",,session_412,tv,2025-06-11T22:11:00.146879
user_213,2024-02-16 02:21:11,"

login
",,session_386,web,2025-06-11T22:11:00.146879
user_756,2024-02-10 21:19:19,page_view,,session_671,tv,2025-06-11T22:11:00.146879
user_575,2024-02-03 12:10:38,page_view,,session_1795,tv,2025-06-11T22:11:00.146879
user_118,2024-02-02 20:23:23,"

login
",,session_29,ios,2025-06-11T22:11:00.146879
user_505,2024-01-16 23:49:06,add_to_cart,product_17,session_900,android,2025-06-11T22:11:00.146879
user_55,2024-02-29 18:33:11,"

login
",,session_1189,android,2025-06-11T22:11:00.146879
user_467,2024-02-27 10:40:41,"

login
",,session_1741,android,2025-06-11T22:11:00.146879
user_376,2024-01-06 13:17:56,purchase,product_2,session_358,web,2025-06-11T22:11:00.146879
user_494,2024-01-23 08:03:37,page_view,,session_1089,tv,2025-06-11T22:11:00.146879
user_512,2024-02-19 08:11:06,page_view,,session_1549,android,2025-06-11T22:11:00.146879
user_357,2024-02-08 17:25:15,purchase,product_5,session_1201,tv,2025-06-11T22:11:00.146879
user_850,2024-02-10 09:41:08,page_view,,session_1769,web,2025-06-11T22:11:00.146879
user_715,2024-01-24 15:42:37,page_view,,session_380,tv,2025-06-11T22:11:00.146879
user_802,2024-01-29 14:09:38,add_to_cart,product_23,session_1551,tv,2025-06-11T22:11:00.146879
user_743,2024-01-07 14:25:39,"

login
",,session_1194,ios,2025-06-11T22:11:00.146879
user_347,2024-01-24 07:13:09,purchase,product_47,session_349,web,2025-06-11T22:11:00.146879
user_682,2024-02-25 12:26:34,add_to_cart,product_40,session_1810,tv,2025-06-11T22:11:00.146879
user_81,2024-02-13 08:59:06,page_view,,session_1961,ios,2025-06-11T22:11:00.146879
user_38,2024-02-27 19:55:59,purchase,product_3,session_1971,web,2025-06-11T22:11:00.146879
user_135,2024-03-01 02:07:16,"

login
",,session_695,ios,2025-06-11T22:11:00.146879
user_18,2024-01-10 14:21:42,page_view,,session_1637,web,2025-06-11T22:11:00.146879
user_125,2024-03-01 14:44:27,add_to_cart,product_36,session_149,ios,2025-06-11T22:11:00.146879
user_489,2024-02-16 08:04:33,purchase,product_47,session_654,tv,2025-06-11T22:11:00.146879
user_706,2024-02-04 17:12:01,purchase,product_11,session_423,web,2025-06-11T22:11:00.146879
user_934,2024-01-26 20:37:04,purchase,product_23,session_1840,web,2025-06-11T22:11:00.146879
user_64,2024-01-25 19:29:39,purchase,product_45,session_462,ios,2025-06-11T22:11:00.146879
user_399,2024-02-04 08:31:35,page_view,,session_913,android,2025-06-11T22:11:00.146879
user_447,2024-02-01 15:58:00,page_view,,session_1768,android,2025-06-11T22:11:00.146879
user_998,2024-02-22 20:29:56,purchase,product_9,session_515,ios,2025-06-11T22:11:00.146879
user_780,2024-02-01 05:40:43,purchase,product_16,session_250,ios,2025-06-11T22:11:00.146879
user_774,2024-01-03 14:15:23,purchase,product_9,session_1470,android,2025-06-11T22:11:00.146879
user_73,2024-01-14 19:37:21,"

login
",,session_961,tv,2025-06-11T22:11:00.146879
user_380,2024-01-25 12:49:37,add_to_cart,product_48,session_1944,tv,2025-06-11T22:11:00.146879
user_214,2024-02-18 18:01:42,add_to_cart,product_3,session_74,android,2025-06-11T22:11:00.146879
user_49,2024-02-05 17:22:58,purchase,product_7,session_1096,web,2025-06-11T22:11:00.146879
user_107,2024-02-04 13:21:32,purchase,product_47,session_1325,tv,2025-06-11T22:11:00.146879
user_605,2024-01-27 21:53:43,purchase,product_32,session_1819,web,2025-06-11T22:11:00.146879
user_500,2024-01-03 18:25:09,purchase,product_45,session_1309,web,2025-06-11T22:11:00.146879
user_158,2024-01-25 12:44:03,purchase,product_20,session_1336,tv,2025-06-11T22:11:00.146879
user_398,2024-01-04 01:05:41,page_view,,session_936,android,2025-06-11T22:11:00.146879
user_213,2024-02-21 17:18:48,page_view,,session_1189,android,2025-06-11T22:11:00.146879
user_622,2024-02-01 06:31:51,page_view,,session_1249,web,2025-06-11T22:11:00.146879
user_80,2024-01-07 11:39:29,add_to_cart,product_13,session_508,ios,2025-06-11T22:11:00.146879
user_353,2024-01-03 10:55:58,page_view,,session_1157,android,2025-06-11T22:11:00.146879
user_554,2024-01-24 02:52:54,add_to_cart,product_20,session_1702,web,2025-06-11T22:11:00.146879
user_569,2024-02-17 01:00:42,add_to_cart,product_20,session_786,android,2025-06-11T22:11:00.146879
user_890,2024-01-29 04:24:26,page_view,,session_1081,ios,2025-06-11T22:11:00.146879
user_610,2024-02-12 20:42:17,add_to_cart,product_17,session_1216,tv,2025-06-11T22:11:00.146879
user_929,2024-02-14 19:21:01,page_view,,session_858,android,2025-06-11T22:11:00.146879
user_618,2024-01-20 16:46:07,page_view,,session_1087,tv,2025-06-11T22:11:00.146879
user_65,2024-02-05 19:22:46,purchase,product_39,session_1119,ios,2025-06-11T22:11:00.146879
user_814,2024-01-26 21:17:55,page_view,,session_1069,ios,2025-06-11T22:11:00.146879
user_524,2024-01-10 14:05:20,page_view,,session_1993,web,2025-06-11T22:11:00.146879
user_521,2024-01-08 07:02:24,add_to_cart,product_18,session_1512,android,2025-06-11T22:11:00.146879
